train_no,train_name,route_type,date,season,station,sched_arr,sched_dep,actual_arr,actual_dep,delay_min,causes
12301,Howrah Rajdhani Express,double_line_trunk,2024-08-25,monsoon,NDLS,10:00,,10:09,,8.7,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-08-25,monsoon,BCT,,17:00,,17:00,0.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-08-25,monsoon,BRC,21:24,21:29,21:25,21:30,1.4,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-08-25,monsoon,RTM,23:38,23:40,23:38,23:40,0.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-08-25,monsoon,KOTA,02:00,02:05,02:00,02:05,0.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-08-25,monsoon,NDLS,08:35,,08:35,,0.0,
10103,Mandovi Express,single_line_coastal,2024-08-25,monsoon,CSMT,,07:10,,07:10,0.0,
10103,Mandovi Express,single_line_coastal,2024-08-25,monsoon,PNVL,08:12,08:15,08:14,08:17,1.6,
10103,Mandovi Express,single_line_coastal,2024-08-25,monsoon,ROHA,09:23,09:25,09:25,09:27,2.1,
10103,Mandovi Express,single_line_coastal,2024-08-25,monsoon,RN,13:05,13:10,13:05,13:10,0.0,
10103,Mandovi Express,single_line_coastal,2024-08-25,monsoon,MAO,18:10,,18:36,,25.9,congestion_preceding_train
12013,Amritsar Shatabdi Express,double_line_trunk,2024-08-25,monsoon,NDLS,,07:20,,07:20,0.0,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-08-25,monsoon,UMB,09:40,09:42,09:55,09:57,15.3,signal_halt
12013,Amritsar Shatabdi Express,double_line_trunk,2024-08-25,monsoon,LDH,10:52,10:54,11:10,11:12,17.9,congestion_preceding_train
12013,Amritsar Shatabdi Express,double_line_trunk,2024-08-25,monsoon,JUC,11:28,11:30,11:47,11:49,19.1,congestion_preceding_train
12013,Amritsar Shatabdi Express,double_line_trunk,2024-08-25,monsoon,ASR,12:40,,12:50,,10.4,
12301,Howrah Rajdhani Express,double_line_trunk,2024-08-26,monsoon,HWH,,16:50,,16:50,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-08-26,monsoon,ASN,19:03,19:08,19:09,19:14,5.6,chain_pulling_other
12301,Howrah Rajdhani Express,double_line_trunk,2024-08-26,monsoon,DHN,20:03,20:08,20:08,20:13,5.5,
12301,Howrah Rajdhani Express,double_line_trunk,2024-08-26,monsoon,GAYA,22:23,22:28,22:30,22:35,7.1,
12301,Howrah Rajdhani Express,double_line_trunk,2024-08-26,monsoon,DDU,00:08,00:18,00:14,00:24,6.4,
12301,Howrah Rajdhani Express,double_line_trunk,2024-08-26,monsoon,CNB,04:33,04:38,04:40,04:45,7.1,
12301,Howrah Rajdhani Express,double_line_trunk,2024-08-26,monsoon,NDLS,10:00,,10:17,,17.1,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-08-26,monsoon,BCT,,17:00,,17:00,0.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-08-26,monsoon,BRC,21:24,21:29,21:28,21:33,4.1,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-08-26,monsoon,RTM,23:38,23:40,23:46,23:48,7.6,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-08-26,monsoon,KOTA,02:00,02:05,02:09,02:14,8.7,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-08-26,monsoon,NDLS,08:35,,08:39,,3.7,
10103,Mandovi Express,single_line_coastal,2024-08-26,monsoon,CSMT,,07:10,,07:10,0.0,
10103,Mandovi Express,single_line_coastal,2024-08-26,monsoon,PNVL,08:12,08:15,08:12,08:15,0.0,
10103,Mandovi Express,single_line_coastal,2024-08-26,monsoon,ROHA,09:23,09:25,09:25,09:27,1.6,
10103,Mandovi Express,single_line_coastal,2024-08-26,monsoon,RN,13:05,13:10,13:07,13:12,1.8,
10103,Mandovi Express,single_line_coastal,2024-08-26,monsoon,MAO,18:10,,18:27,,16.9,congestion_preceding_train
12013,Amritsar Shatabdi Express,double_line_trunk,2024-08-26,monsoon,NDLS,,07:20,,07:20,0.0,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-08-26,monsoon,UMB,09:40,09:42,09:45,09:47,4.8,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-08-26,monsoon,LDH,10:52,10:54,10:54,10:56,2.1,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-08-26,monsoon,JUC,11:28,11:30,11:30,11:32,1.8,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-08-26,monsoon,ASR,12:40,,12:51,,11.3,crew_changeover_delay
12301,Howrah Rajdhani Express,double_line_trunk,2024-08-27,monsoon,HWH,,16:50,,16:50,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-08-27,monsoon,ASN,19:03,19:08,19:03,19:08,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-08-27,monsoon,DHN,20:03,20:08,20:04,20:09,0.6,
12301,Howrah Rajdhani Express,double_line_trunk,2024-08-27,monsoon,GAYA,22:23,22:28,22:25,22:30,1.8,
12301,Howrah Rajdhani Express,double_line_trunk,2024-08-27,monsoon,DDU,00:08,00:18,00:12,00:22,4.1,
12301,Howrah Rajdhani Express,double_line_trunk,2024-08-27,monsoon,CNB,04:33,04:38,04:37,04:42,4.2,
12301,Howrah Rajdhani Express,double_line_trunk,2024-08-27,monsoon,NDLS,10:00,,10:04,,4.1,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-08-27,monsoon,BCT,,17:00,,17:00,0.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-08-27,monsoon,BRC,21:24,21:29,21:24,21:29,0.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-08-27,monsoon,RTM,23:38,23:40,23:38,23:40,0.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-08-27,monsoon,KOTA,02:00,02:05,02:01,02:06,1.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-08-27,monsoon,NDLS,08:35,,08:35,,0.0,
10103,Mandovi Express,single_line_coastal,2024-08-27,monsoon,CSMT,,07:10,,07:10,0.0,
10103,Mandovi Express,single_line_coastal,2024-08-27,monsoon,PNVL,08:12,08:15,08:13,08:16,0.8,
10103,Mandovi Express,single_line_coastal,2024-08-27,monsoon,ROHA,09:23,09:25,09:26,09:28,2.9,
10103,Mandovi Express,single_line_coastal,2024-08-27,monsoon,RN,13:05,13:10,13:10,13:15,4.8,
10103,Mandovi Express,single_line_coastal,2024-08-27,monsoon,MAO,18:10,,18:35,,25.1,congestion_preceding_train
12013,Amritsar Shatabdi Express,double_line_trunk,2024-08-27,monsoon,NDLS,,07:20,,07:20,0.0,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-08-27,monsoon,UMB,09:40,09:42,09:40,09:42,0.0,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-08-27,monsoon,LDH,10:52,10:54,10:52,10:54,0.0,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-08-27,monsoon,JUC,11:28,11:30,11:28,11:30,0.1,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-08-27,monsoon,ASR,12:40,,12:40,,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-08-28,monsoon,HWH,,16:50,,16:50,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-08-28,monsoon,ASN,19:03,19:08,19:14,19:19,11.0,weather
12301,Howrah Rajdhani Express,double_line_trunk,2024-08-28,monsoon,DHN,20:03,20:08,20:13,20:18,9.9,
12301,Howrah Rajdhani Express,double_line_trunk,2024-08-28,monsoon,GAYA,22:23,22:28,22:31,22:36,8.5,signal_halt
12301,Howrah Rajdhani Express,double_line_trunk,2024-08-28,monsoon,DDU,00:08,00:18,00:14,00:24,6.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-08-28,monsoon,CNB,04:33,04:38,04:39,04:44,5.6,
12301,Howrah Rajdhani Express,double_line_trunk,2024-08-28,monsoon,NDLS,10:00,,10:14,,13.7,temporary_speed_restriction
12951,Mumbai Rajdhani Express,double_line_trunk,2024-08-28,monsoon,BCT,,17:00,,17:00,0.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-08-28,monsoon,BRC,21:24,21:29,21:24,21:29,0.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-08-28,monsoon,RTM,23:38,23:40,23:38,23:40,0.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-08-28,monsoon,KOTA,02:00,02:05,02:07,02:12,7.5,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-08-28,monsoon,NDLS,08:35,,08:37,,2.5,
10103,Mandovi Express,single_line_coastal,2024-08-28,monsoon,CSMT,,07:10,,07:10,0.0,
10103,Mandovi Express,single_line_coastal,2024-08-28,monsoon,PNVL,08:12,08:15,08:12,08:15,0.0,
10103,Mandovi Express,single_line_coastal,2024-08-28,monsoon,ROHA,09:23,09:25,10:13,10:15,50.2,weather
10103,Mandovi Express,single_line_coastal,2024-08-28,monsoon,RN,13:05,13:10,13:50,13:55,44.7,
10103,Mandovi Express,single_line_coastal,2024-08-28,monsoon,MAO,18:10,,18:48,,37.6,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-08-28,monsoon,NDLS,,07:20,,07:20,0.0,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-08-28,monsoon,UMB,09:40,09:42,09:41,09:43,1.0,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-08-28,monsoon,LDH,10:52,10:54,10:52,10:54,0.0,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-08-28,monsoon,JUC,11:28,11:30,11:28,11:30,0.5,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-08-28,monsoon,ASR,12:40,,12:40,,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-08-29,monsoon,HWH,,16:50,,16:50,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-08-29,monsoon,ASN,19:03,19:08,19:03,19:08,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-08-29,monsoon,DHN,20:03,20:08,20:06,20:11,3.3,
12301,Howrah Rajdhani Express,double_line_trunk,2024-08-29,monsoon,GAYA,22:23,22:28,22:26,22:31,3.2,
12301,Howrah Rajdhani Express,double_line_trunk,2024-08-29,monsoon,DDU,00:08,00:18,00:08,00:18,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-08-29,monsoon,CNB,04:33,04:38,04:33,04:38,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-08-29,monsoon,NDLS,10:00,,10:01,,0.9,chain_pulling_other
12951,Mumbai Rajdhani Express,double_line_trunk,2024-08-29,monsoon,BCT,,17:00,,17:00,0.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-08-29,monsoon,BRC,21:24,21:29,21:24,21:29,0.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-08-29,monsoon,RTM,23:38,23:40,23:40,23:42,1.9,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-08-29,monsoon,KOTA,02:00,02:05,02:04,02:09,4.3,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-08-29,monsoon,NDLS,08:35,,08:47,,11.8,
10103,Mandovi Express,single_line_coastal,2024-08-29,monsoon,CSMT,,07:10,,07:10,0.0,
10103,Mandovi Express,single_line_coastal,2024-08-29,monsoon,PNVL,08:12,08:15,08:13,08:16,1.4,
10103,Mandovi Express,single_line_coastal,2024-08-29,monsoon,ROHA,09:23,09:25,09:23,09:25,0.3,
10103,Mandovi Express,single_line_coastal,2024-08-29,monsoon,RN,13:05,13:10,13:05,13:10,0.0,
10103,Mandovi Express,single_line_coastal,2024-08-29,monsoon,MAO,18:10,,18:15,,4.7,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-08-29,monsoon,NDLS,,07:20,,07:20,0.0,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-08-29,monsoon,UMB,09:40,09:42,09:41,09:43,1.0,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-08-29,monsoon,LDH,10:52,10:54,10:56,10:58,4.1,chain_pulling_other
12013,Amritsar Shatabdi Express,double_line_trunk,2024-08-29,monsoon,JUC,11:28,11:30,11:33,11:35,4.9,congestion_preceding_train
12013,Amritsar Shatabdi Express,double_line_trunk,2024-08-29,monsoon,ASR,12:40,,12:40,,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-08-30,monsoon,HWH,,16:50,,16:50,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-08-30,monsoon,ASN,19:03,19:08,19:03,19:08,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-08-30,monsoon,DHN,20:03,20:08,20:03,20:08,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-08-30,monsoon,GAYA,22:23,22:28,22:25,22:30,2.4,
12301,Howrah Rajdhani Express,double_line_trunk,2024-08-30,monsoon,DDU,00:08,00:18,00:08,00:18,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-08-30,monsoon,CNB,04:33,04:38,04:33,04:38,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-08-30,monsoon,NDLS,10:00,,10:05,,5.2,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-08-30,monsoon,BCT,,17:00,,17:00,0.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-08-30,monsoon,BRC,21:24,21:29,21:29,21:34,5.3,crew_changeover_delay
12951,Mumbai Rajdhani Express,double_line_trunk,2024-08-30,monsoon,RTM,23:38,23:40,23:42,23:44,4.2,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-08-30,monsoon,KOTA,02:00,02:05,02:04,02:09,4.4,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-08-30,monsoon,NDLS,08:35,,08:56,,21.0,
10103,Mandovi Express,single_line_coastal,2024-08-30,monsoon,CSMT,,07:10,,07:10,0.0,
10103,Mandovi Express,single_line_coastal,2024-08-30,monsoon,PNVL,08:12,08:15,08:17,08:20,5.5,
10103,Mandovi Express,single_line_coastal,2024-08-30,monsoon,ROHA,09:23,09:25,09:45,09:47,21.9,temporary_speed_restriction
10103,Mandovi Express,single_line_coastal,2024-08-30,monsoon,RN,13:05,13:10,13:19,13:24,13.8,
10103,Mandovi Express,single_line_coastal,2024-08-30,monsoon,MAO,18:10,,18:34,,24.4,temporary_speed_restriction
12013,Amritsar Shatabdi Express,double_line_trunk,2024-08-30,monsoon,NDLS,,07:20,,07:20,0.0,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-08-30,monsoon,UMB,09:40,09:42,09:40,09:42,0.0,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-08-30,monsoon,LDH,10:52,10:54,10:53,10:55,1.3,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-08-30,monsoon,JUC,11:28,11:30,11:28,11:30,0.2,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-08-30,monsoon,ASR,12:40,,12:40,,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-08-31,monsoon,HWH,,16:50,,16:50,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-08-31,monsoon,ASN,19:03,19:08,19:09,19:14,5.7,
12301,Howrah Rajdhani Express,double_line_trunk,2024-08-31,monsoon,DHN,20:03,20:08,20:07,20:12,4.3,
12301,Howrah Rajdhani Express,double_line_trunk,2024-08-31,monsoon,GAYA,22:23,22:28,22:28,22:33,5.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-08-31,monsoon,DDU,00:08,00:18,00:26,00:36,18.1,temporary_speed_restriction
12301,Howrah Rajdhani Express,double_line_trunk,2024-08-31,monsoon,CNB,04:33,04:38,04:41,04:46,8.3,signal_halt
12301,Howrah Rajdhani Express,double_line_trunk,2024-08-31,monsoon,NDLS,10:00,,10:08,,8.1,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-08-31,monsoon,BCT,,17:00,,17:00,0.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-08-31,monsoon,BRC,21:24,21:29,21:24,21:29,0.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-08-31,monsoon,RTM,23:38,23:40,23:44,23:46,6.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-08-31,monsoon,KOTA,02:00,02:05,02:05,02:10,5.3,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-08-31,monsoon,NDLS,08:35,,08:35,,0.0,
10103,Mandovi Express,single_line_coastal,2024-08-31,monsoon,CSMT,,07:10,,07:10,0.0,
10103,Mandovi Express,single_line_coastal,2024-08-31,monsoon,PNVL,08:12,08:15,08:12,08:15,0.0,
10103,Mandovi Express,single_line_coastal,2024-08-31,monsoon,ROHA,09:23,09:25,09:23,09:25,0.0,
10103,Mandovi Express,single_line_coastal,2024-08-31,monsoon,RN,13:05,13:10,13:08,13:13,2.8,
10103,Mandovi Express,single_line_coastal,2024-08-31,monsoon,MAO,18:10,,18:18,,7.8,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-08-31,monsoon,NDLS,,07:20,,07:20,0.0,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-08-31,monsoon,UMB,09:40,09:42,09:43,09:45,2.7,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-08-31,monsoon,LDH,10:52,10:54,10:56,10:58,3.6,chain_pulling_other
12013,Amritsar Shatabdi Express,double_line_trunk,2024-08-31,monsoon,JUC,11:28,11:30,11:30,11:32,1.6,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-08-31,monsoon,ASR,12:40,,12:57,,16.5,temporary_speed_restriction
12301,Howrah Rajdhani Express,double_line_trunk,2024-09-01,monsoon,HWH,,16:50,,16:50,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-09-01,monsoon,ASN,19:03,19:08,19:03,19:08,0.4,
12301,Howrah Rajdhani Express,double_line_trunk,2024-09-01,monsoon,DHN,20:03,20:08,20:03,20:08,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-09-01,monsoon,GAYA,22:23,22:28,22:27,22:32,3.6,chain_pulling_other
12301,Howrah Rajdhani Express,double_line_trunk,2024-09-01,monsoon,DDU,00:08,00:18,00:12,00:22,3.8,
12301,Howrah Rajdhani Express,double_line_trunk,2024-09-01,monsoon,CNB,04:33,04:38,04:44,04:49,10.9,
12301,Howrah Rajdhani Express,double_line_trunk,2024-09-01,monsoon,NDLS,10:00,,10:00,,0.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-09-01,monsoon,BCT,,17:00,,17:00,0.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-09-01,monsoon,BRC,21:24,21:29,21:29,21:34,5.3,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-09-01,monsoon,RTM,23:38,23:40,23:44,23:46,6.5,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-09-01,monsoon,KOTA,02:00,02:05,02:00,02:05,0.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-09-01,monsoon,NDLS,08:35,,08:40,,4.6,
10103,Mandovi Express,single_line_coastal,2024-09-01,monsoon,CSMT,,07:10,,07:10,0.0,
10103,Mandovi Express,single_line_coastal,2024-09-01,monsoon,PNVL,08:12,08:15,08:13,08:16,1.0,
10103,Mandovi Express,single_line_coastal,2024-09-01,monsoon,ROHA,09:23,09:25,09:24,09:26,0.9,
10103,Mandovi Express,single_line_coastal,2024-09-01,monsoon,RN,13:05,13:10,13:20,13:25,15.3,weather
10103,Mandovi Express,single_line_coastal,2024-09-01,monsoon,MAO,18:10,,18:32,,22.0,signal_halt
12013,Amritsar Shatabdi Express,double_line_trunk,2024-09-01,monsoon,NDLS,,07:20,,07:20,0.0,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-09-01,monsoon,UMB,09:40,09:42,09:42,09:44,1.7,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-09-01,monsoon,LDH,10:52,10:54,10:53,10:55,1.0,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-09-01,monsoon,JUC,11:28,11:30,11:30,11:32,2.4,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-09-01,monsoon,ASR,12:40,,12:42,,2.4,
12301,Howrah Rajdhani Express,double_line_trunk,2024-09-02,monsoon,HWH,,16:50,,16:50,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-09-02,monsoon,ASN,19:03,19:08,19:03,19:08,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-09-02,monsoon,DHN,20:03,20:08,20:03,20:08,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-09-02,monsoon,GAYA,22:23,22:28,22:23,22:28,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-09-02,monsoon,DDU,00:08,00:18,00:08,00:18,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-09-02,monsoon,CNB,04:33,04:38,04:39,04:44,6.3,
12301,Howrah Rajdhani Express,double_line_trunk,2024-09-02,monsoon,NDLS,10:00,,10:13,,13.1,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-09-02,monsoon,BCT,,17:00,,17:00,0.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-09-02,monsoon,BRC,21:24,21:29,21:24,21:29,0.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-09-02,monsoon,RTM,23:38,23:40,23:38,23:40,0.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-09-02,monsoon,KOTA,02:00,02:05,02:00,02:05,0.1,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-09-02,monsoon,NDLS,08:35,,08:38,,3.2,
10103,Mandovi Express,single_line_coastal,2024-09-02,monsoon,CSMT,,07:10,,07:10,0.0,
10103,Mandovi Express,single_line_coastal,2024-09-02,monsoon,PNVL,08:12,08:15,08:12,08:15,0.0,
10103,Mandovi Express,single_line_coastal,2024-09-02,monsoon,ROHA,09:23,09:25,09:23,09:25,0.0,
10103,Mandovi Express,single_line_coastal,2024-09-02,monsoon,RN,13:05,13:10,13:27,13:32,22.3,crew_changeover_delay
10103,Mandovi Express,single_line_coastal,2024-09-02,monsoon,MAO,18:10,,18:34,,23.9,chain_pulling_other
12013,Amritsar Shatabdi Express,double_line_trunk,2024-09-02,monsoon,NDLS,,07:20,,07:20,0.0,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-09-02,monsoon,UMB,09:40,09:42,09:42,09:44,2.1,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-09-02,monsoon,LDH,10:52,10:54,10:52,10:54,0.0,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-09-02,monsoon,JUC,11:28,11:30,11:28,11:30,0.0,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-09-02,monsoon,ASR,12:40,,12:40,,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-09-03,monsoon,HWH,,16:50,,16:50,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-09-03,monsoon,ASN,19:03,19:08,19:03,19:08,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-09-03,monsoon,DHN,20:03,20:08,20:03,20:08,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-09-03,monsoon,GAYA,22:23,22:28,22:28,22:33,5.1,
12301,Howrah Rajdhani Express,double_line_trunk,2024-09-03,monsoon,DDU,00:08,00:18,00:11,00:21,3.1,
12301,Howrah Rajdhani Express,double_line_trunk,2024-09-03,monsoon,CNB,04:33,04:38,04:33,04:38,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-09-03,monsoon,NDLS,10:00,,10:09,,9.3,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-09-03,monsoon,BCT,,17:00,,17:00,0.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-09-03,monsoon,BRC,21:24,21:29,21:24,21:29,0.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-09-03,monsoon,RTM,23:38,23:40,23:38,23:40,0.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-09-03,monsoon,KOTA,02:00,02:05,02:00,02:05,0.3,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-09-03,monsoon,NDLS,08:35,,08:35,,0.0,
10103,Mandovi Express,single_line_coastal,2024-09-03,monsoon,CSMT,,07:10,,07:10,0.0,
10103,Mandovi Express,single_line_coastal,2024-09-03,monsoon,PNVL,08:12,08:15,08:12,08:15,0.0,
10103,Mandovi Express,single_line_coastal,2024-09-03,monsoon,ROHA,09:23,09:25,09:42,09:44,18.7,weather
10103,Mandovi Express,single_line_coastal,2024-09-03,monsoon,RN,13:05,13:10,13:19,13:24,14.4,
10103,Mandovi Express,single_line_coastal,2024-09-03,monsoon,MAO,18:10,,18:26,,16.2,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-09-03,monsoon,NDLS,,07:20,,07:20,0.0,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-09-03,monsoon,UMB,09:40,09:42,09:42,09:44,1.8,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-09-03,monsoon,LDH,10:52,10:54,10:53,10:55,1.5,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-09-03,monsoon,JUC,11:28,11:30,11:29,11:31,0.7,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-09-03,monsoon,ASR,12:40,,12:43,,3.1,
12301,Howrah Rajdhani Express,double_line_trunk,2024-09-04,monsoon,HWH,,16:50,,16:50,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-09-04,monsoon,ASN,19:03,19:08,19:03,19:08,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-09-04,monsoon,DHN,20:03,20:08,20:03,20:08,0.5,
12301,Howrah Rajdhani Express,double_line_trunk,2024-09-04,monsoon,GAYA,22:23,22:28,22:36,22:41,13.2,temporary_speed_restriction
12301,Howrah Rajdhani Express,double_line_trunk,2024-09-04,monsoon,DDU,00:08,00:18,00:16,00:26,8.4,
12301,Howrah Rajdhani Express,double_line_trunk,2024-09-04,monsoon,CNB,04:33,04:38,04:43,04:48,10.3,
12301,Howrah Rajdhani Express,double_line_trunk,2024-09-04,monsoon,NDLS,10:00,,10:00,,0.3,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-09-04,monsoon,BCT,,17:00,,17:00,0.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-09-04,monsoon,BRC,21:24,21:29,21:24,21:29,0.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-09-04,monsoon,RTM,23:38,23:40,23:50,23:52,12.3,crew_changeover_delay
12951,Mumbai Rajdhani Express,double_line_trunk,2024-09-04,monsoon,KOTA,02:00,02:05,02:15,02:20,14.8,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-09-04,monsoon,NDLS,08:35,,08:57,,21.8,
10103,Mandovi Express,single_line_coastal,2024-09-04,monsoon,CSMT,,07:10,,07:10,0.0,
10103,Mandovi Express,single_line_coastal,2024-09-04,monsoon,PNVL,08:12,08:15,08:12,08:15,0.0,
10103,Mandovi Express,single_line_coastal,2024-09-04,monsoon,ROHA,09:23,09:25,09:45,09:47,21.9,temporary_speed_restriction
10103,Mandovi Express,single_line_coastal,2024-09-04,monsoon,RN,13:05,13:10,13:44,13:49,38.9,weather
10103,Mandovi Express,single_line_coastal,2024-09-04,monsoon,MAO,18:10,,19:23,,72.6,congestion_preceding_train
12013,Amritsar Shatabdi Express,double_line_trunk,2024-09-04,monsoon,NDLS,,07:20,,07:20,0.0,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-09-04,monsoon,UMB,09:40,09:42,09:40,09:42,0.0,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-09-04,monsoon,LDH,10:52,10:54,10:52,10:54,0.1,
